open goals;0
Nodes;382
Branches;2
Interactive steps;0
Symbolic execution steps;7
Automode time;1003ms
Avg. time per step;2.632ms
Rule applications
Quantifier instantiations;0
One-step Simplifier apps;64
SMT solver apps;0
Dependency Contract apps;0
Operation Contract apps;0
Block/Loop Contract apps;0
Loop invariant apps;0
Merge Rule apps;0
Total rule apps;608
