open goals;0
Nodes;1,625
Branches;12
Interactive steps;0
Symbolic execution steps;63
Automode time;1702ms
Avg. time per step;1.048ms
Rule applications
Quantifier instantiations;0
One-step Simplifier apps;213
SMT solver apps;0
Dependency Contract apps;0
Operation Contract apps;0
Block/Loop Contract apps;0
Loop invariant apps;0
Merge Rule apps;0
Total rule apps;2,485
